state_abbrev,grade,year,gender_female,gender_male,pared_did_not_finish_high_school,pared_graduated_college,pared_graduated_high_school,pared_some_education_after_high_school,pared_unknown,schtype_bureau_of_indian_education,schtype_catholic,schtype_department_of_defense,schtype_other_private,schtype_public,slunch3_eligible,slunch3_information_not_available,slunch3_not_eligible,srace10_american_indian_alaska_native,srace10_asian,srace10_black,srace10_hispanic,srace10_native_hawaiian_other_pacific_islander,srace10_two_or_more_races,srace10_white,FIPS,hh_in_group_quarters,hh_in_households,hh_in_householdsin_family_households,hh_in_householdsin_family_householdsbrother_or_sister,hh_in_householdsin_family_householdschild,hh_in_householdsin_family_householdschildadopted_child,hh_in_householdsin_family_householdschildbiological_child,hh_in_householdsin_family_householdshouseholder,hh_in_householdsin_family_householdshouseholderfemale,hh_in_householdsin_family_householdshouseholdermale,hh_in_householdsin_family_householdsnonrelatives,hh_in_householdsin_family_householdsnonrelativesfoster_child,hh_in_householdsin_family_householdsnonrelativeshousemate_or_roommate,hh_in_householdsin_family_householdsnonrelativesother_nonrelatives,hh_in_householdsin_family_householdsnonrelativesroomer_or_boarder,hh_in_householdsin_family_householdsnonrelativesunmarried_partner,hh_in_householdsin_family_householdsother_relatives,hh_in_householdsin_family_householdsparent,hh_in_householdsin_family_householdsspouse,hh_in_householdsin_nonfamily_households,hh_in_householdsin_nonfamily_householdshouseholder,hh_in_householdsin_nonfamily_householdshouseholderfemale,hh_in_householdsin_nonfamily_householdshouseholderfemaleliving_alone,hh_in_householdsin_nonfamily_householdshouseholderfemalenot_living_alone,hh_in_householdsin_nonfamily_householdshouseholdermale,hh_in_householdsin_nonfamily_householdshouseholdermaleliving_alone,hh_in_householdsin_nonfamily_householdshouseholdermalenot_living_alone,hh_in_householdsin_nonfamily_householdsnonrelatives,hh_in_householdsin_nonfamily_householdsnonrelativesfoster_child,hh_in_householdsin_nonfamily_householdsnonrelativeshousemate_or_roommate,hh_in_householdsin_nonfamily_householdsnonrelativesother_nonrelatives,hh_in_householdsin_nonfamily_householdsnonrelativesroomer_or_boarder,hh_in_householdsin_nonfamily_householdsnonrelativesunmarried_partner,median_household_income,pov_ratio_100_124,pov_ratio_125_149,pov_ratio_150_174,pov_ratio_175_184,pov_ratio_185_199,pov_ratio_200_299,pov_ratio_300_399,pov_ratio_400_499,pov_ratio_50_74,pov_ratio_500_and_over,pov_ratio_75_99,pov_ratio_under_50,state,educ_less_than_hs,educ_hs_or_ged,educ_some_college,educ_bachelors,educ_graduate
NE,4,2013,241.17,245.05,,,,,,,,,,243.16,229.88,,254.14,,243.05,214.69,227.33,,237.62,250.52,31,0.0279269666734541,0.9720730333265458,0.8003752121088712,0.0078485033598045,0.2863943528134121,0.0081726735899002,0.2689749541844838,0.2561813615692663,0.1053287178442951,0.1508526437249711,0.0189218760605443,0.0010202945768003,0.002938709020566,0.0047745876603543,0.001057218489106,0.0091310663137175,0.0083507771669042,0.0049184823186044,0.201582841240752,0.1716978212176746,0.1379200434398968,0.0718837982759791,0.0613137853797597,0.0105700128962193,0.0660362451639177,0.0523602796443358,0.0136759655195818,0.0337777777777777,0.0002693273603475,0.0139816737935247,0.0045106902871105,0.0020910880336659,0.012924998303129,51672.0,0.0338286101867356,0.0378070751817545,0.0424616884630873,0.0163632124462154,0.0241272600097501,0.1728735242374785,0.1635897327200661,0.1324042476525573,0.0233366540197969,0.2901163653320333,0.0306131965493121,0.0324784332012124,Nebraska,0.0954746972273115,0.2813358545921673,0.33775055427829237,0.1930527666243762,0.0923861272778515
NE,4,2015,243.68,244.04,,,,,,,,,,243.86,231.43,,254.37,,,217.43,229.88,,233.55,250.9,31,0.0279269666734541,0.9720730333265458,0.8003752121088712,0.0078485033598045,0.2863943528134121,0.0081726735899002,0.2689749541844838,0.2561813615692663,0.1053287178442951,0.1508526437249711,0.0189218760605443,0.0010202945768003,0.002938709020566,0.0047745876603543,0.001057218489106,0.0091310663137175,0.0083507771669042,0.0049184823186044,0.201582841240752,0.1716978212176746,0.1379200434398968,0.0718837982759791,0.0613137853797597,0.0105700128962193,0.0660362451639177,0.0523602796443358,0.0136759655195818,0.0337777777777777,0.0002693273603475,0.0139816737935247,0.0045106902871105,0.0020910880336659,0.012924998303129,51672.0,0.0338286101867356,0.0378070751817545,0.0424616884630873,0.0163632124462154,0.0241272600097501,0.1728735242374785,0.1635897327200661,0.1324042476525573,0.0233366540197969,0.2901163653320333,0.0306131965493121,0.0324784332012124,Nebraska,0.0954746972273115,0.2813358545921673,0.33775055427829237,0.1930527666243762,0.0923861272778515
NE,4,2017,243.84,247.22,,,,,,,,,,245.59,234.13,,256.07,,255.97,219.92,233.34,,236.07,252.15,31,0.0279269666734541,0.9720730333265458,0.8003752121088712,0.0078485033598045,0.2863943528134121,0.0081726735899002,0.2689749541844838,0.2561813615692663,0.1053287178442951,0.1508526437249711,0.0189218760605443,0.0010202945768003,0.002938709020566,0.0047745876603543,0.001057218489106,0.0091310663137175,0.0083507771669042,0.0049184823186044,0.201582841240752,0.1716978212176746,0.1379200434398968,0.0718837982759791,0.0613137853797597,0.0105700128962193,0.0660362451639177,0.0523602796443358,0.0136759655195818,0.0337777777777777,0.0002693273603475,0.0139816737935247,0.0045106902871105,0.0020910880336659,0.012924998303129,51672.0,0.0338286101867356,0.0378070751817545,0.0424616884630873,0.0163632124462154,0.0241272600097501,0.1728735242374785,0.1635897327200661,0.1324042476525573,0.0233366540197969,0.2901163653320333,0.0306131965493121,0.0324784332012124,Nebraska,0.0954746972273115,0.2813358545921673,0.33775055427829237,0.1930527666243762,0.0923861272778515
NE,4,2019,241.38,246.13,,,,,,,,,,243.77,232.52,,254.37,220.75,244.37,219.82,231.38,,243.06,250.81,31,0.0279269666734541,0.9720730333265458,0.8003752121088712,0.0078485033598045,0.2863943528134121,0.0081726735899002,0.2689749541844838,0.2561813615692663,0.1053287178442951,0.1508526437249711,0.0189218760605443,0.0010202945768003,0.002938709020566,0.0047745876603543,0.001057218489106,0.0091310663137175,0.0083507771669042,0.0049184823186044,0.201582841240752,0.1716978212176746,0.1379200434398968,0.0718837982759791,0.0613137853797597,0.0105700128962193,0.0660362451639177,0.0523602796443358,0.0136759655195818,0.0337777777777777,0.0002693273603475,0.0139816737935247,0.0045106902871105,0.0020910880336659,0.012924998303129,51672.0,0.0338286101867356,0.0378070751817545,0.0424616884630873,0.0163632124462154,0.0241272600097501,0.1728735242374785,0.1635897327200661,0.1324042476525573,0.0233366540197969,0.2901163653320333,0.0306131965493121,0.0324784332012124,Nebraska,0.0954746972273115,0.2813358545921673,0.33775055427829237,0.1930527666243762,0.0923861272778515
NE,8,2013,285.26,284.87,266.84,294.53,271.91,286.82,263.23,,,,,285.06,270.73,,296.03,,302.1,250.45,266.88,,285.25,292.19,31,0.0279269666734541,0.9720730333265458,0.8003752121088712,0.0078485033598045,0.2863943528134121,0.0081726735899002,0.2689749541844838,0.2561813615692663,0.1053287178442951,0.1508526437249711,0.0189218760605443,0.0010202945768003,0.002938709020566,0.0047745876603543,0.001057218489106,0.0091310663137175,0.0083507771669042,0.0049184823186044,0.201582841240752,0.1716978212176746,0.1379200434398968,0.0718837982759791,0.0613137853797597,0.0105700128962193,0.0660362451639177,0.0523602796443358,0.0136759655195818,0.0337777777777777,0.0002693273603475,0.0139816737935247,0.0045106902871105,0.0020910880336659,0.012924998303129,51672.0,0.0338286101867356,0.0378070751817545,0.0424616884630873,0.0163632124462154,0.0241272600097501,0.1728735242374785,0.1635897327200661,0.1324042476525573,0.0233366540197969,0.2901163653320333,0.0306131965493121,0.0324784332012124,Nebraska,0.0954746972273115,0.2813358545921673,0.33775055427829237,0.1930527666243762,0.0923861272778515
NE,8,2015,286.49,286.51,262.4,297.71,267.0,288.28,260.06,,,,,286.5,270.34,,297.59,,,253.63,266.24,,284.81,294.54,31,0.0279269666734541,0.9720730333265458,0.8003752121088712,0.0078485033598045,0.2863943528134121,0.0081726735899002,0.2689749541844838,0.2561813615692663,0.1053287178442951,0.1508526437249711,0.0189218760605443,0.0010202945768003,0.002938709020566,0.0047745876603543,0.001057218489106,0.0091310663137175,0.0083507771669042,0.0049184823186044,0.201582841240752,0.1716978212176746,0.1379200434398968,0.0718837982759791,0.0613137853797597,0.0105700128962193,0.0660362451639177,0.0523602796443358,0.0136759655195818,0.0337777777777777,0.0002693273603475,0.0139816737935247,0.0045106902871105,0.0020910880336659,0.012924998303129,51672.0,0.0338286101867356,0.0378070751817545,0.0424616884630873,0.0163632124462154,0.0241272600097501,0.1728735242374785,0.1635897327200661,0.1324042476525573,0.0233366540197969,0.2901163653320333,0.0306131965493121,0.0324784332012124,Nebraska,0.0954746972273115,0.2813358545921673,0.33775055427829237,0.1930527666243762,0.0923861272778515
NE,8,2017,287.31,289.45,268.13,299.88,268.73,287.07,266.92,,,,,288.41,272.24,,300.32,,291.72,259.72,270.47,,287.13,296.54,31,0.0279269666734541,0.9720730333265458,0.8003752121088712,0.0078485033598045,0.2863943528134121,0.0081726735899002,0.2689749541844838,0.2561813615692663,0.1053287178442951,0.1508526437249711,0.0189218760605443,0.0010202945768003,0.002938709020566,0.0047745876603543,0.001057218489106,0.0091310663137175,0.0083507771669042,0.0049184823186044,0.201582841240752,0.1716978212176746,0.1379200434398968,0.0718837982759791,0.0613137853797597,0.0105700128962193,0.0660362451639177,0.0523602796443358,0.0136759655195818,0.0337777777777777,0.0002693273603475,0.0139816737935247,0.0045106902871105,0.0020910880336659,0.012924998303129,51672.0,0.0338286101867356,0.0378070751817545,0.0424616884630873,0.0163632124462154,0.0241272600097501,0.1728735242374785,0.1635897327200661,0.1324042476525573,0.0233366540197969,0.2901163653320333,0.0306131965493121,0.0324784332012124,Nebraska,0.0954746972273115,0.2813358545921673,0.33775055427829237,0.1930527666243762,0.0923861272778515
NE,8,2019,285.84,284.21,264.52,294.42,269.97,285.49,265.56,,,,,285.01,269.53,,295.98,,290.4,251.64,267.53,,278.58,293.65,31,0.0279269666734541,0.9720730333265458,0.8003752121088712,0.0078485033598045,0.2863943528134121,0.0081726735899002,0.2689749541844838,0.2561813615692663,0.1053287178442951,0.1508526437249711,0.0189218760605443,0.0010202945768003,0.002938709020566,0.0047745876603543,0.001057218489106,0.0091310663137175,0.0083507771669042,0.0049184823186044,0.201582841240752,0.1716978212176746,0.1379200434398968,0.0718837982759791,0.0613137853797597,0.0105700128962193,0.0660362451639177,0.0523602796443358,0.0136759655195818,0.0337777777777777,0.0002693273603475,0.0139816737935247,0.0045106902871105,0.0020910880336659,0.012924998303129,51672.0,0.0338286101867356,0.0378070751817545,0.0424616884630873,0.0163632124462154,0.0241272600097501,0.1728735242374785,0.1635897327200661,0.1324042476525573,0.0233366540197969,0.2901163653320333,0.0306131965493121,0.0324784332012124,Nebraska,0.0954746972273115,0.2813358545921673,0.33775055427829237,0.1930527666243762,0.0923861272778515
NH,4,2013,251.4,254.51,,,,,,,,,,252.99,239.47,,258.38,,257.48,,235.92,,,254.11,33,0.0306616807070501,0.96933831929295,0.800975006272879,0.0056937273484635,0.2697716975282204,0.0072591043920765,0.2514624715067265,0.2623996434124158,0.1142482665249615,0.1481513768874543,0.0212451607865849,0.0004715082426766,0.0027297446653997,0.0056217124239389,0.0016593754714134,0.010762819983156,0.00626984674466,0.0074865199432067,0.2091510501671125,0.1683633130200709,0.1304569309058492,0.0692260518158752,0.0557061973011838,0.0135198545146914,0.0612308790899739,0.0451359224846513,0.0160949566053225,0.0379063821142217,4.92733694115471e-05,0.0106544185704506,0.00544887660508,0.0020073212646427,0.0197464923046367,64916.0,0.0209995666618518,0.0288198757763975,0.0316105734508161,0.011850353892821,0.0186826520294669,0.1436284847609417,0.1527892532139246,0.1335143723819153,0.0147826086956521,0.4023949154990611,0.0181135345948288,0.0228138090423226,New Hampshire,0.0815973876220851,0.29338112180255815,0.288212433105451,0.2129225977916996,0.12388645967820522
NH,4,2015,247.95,250.26,,,,,,,,,,249.15,235.73,,254.68,,261.56,,236.82,,,249.8,33,0.0306616807070501,0.96933831929295,0.800975006272879,0.0056937273484635,0.2697716975282204,0.0072591043920765,0.2514624715067265,0.2623996434124158,0.1142482665249615,0.1481513768874543,0.0212451607865849,0.0004715082426766,0.0027297446653997,0.0056217124239389,0.0016593754714134,0.010762819983156,0.00626984674466,0.0074865199432067,0.2091510501671125,0.1683633130200709,0.1304569309058492,0.0692260518158752,0.0557061973011838,0.0135198545146914,0.0612308790899739,0.0451359224846513,0.0160949566053225,0.0379063821142217,4.92733694115471e-05,0.0106544185704506,0.00544887660508,0.0020073212646427,0.0197464923046367,64916.0,0.0209995666618518,0.0288198757763975,0.0316105734508161,0.011850353892821,0.0186826520294669,0.1436284847609417,0.1527892532139246,0.1335143723819153,0.0147826086956521,0.4023949154990611,0.0181135345948288,0.0228138090423226,New Hampshire,0.0815973876220851,0.29338112180255815,0.288212433105451,0.2129225977916996,0.12388645967820522
NH,4,2017,243.59,247.02,,,,,,,,,,245.32,230.72,,251.72,,262.3,,226.98,,,246.14,33,0.0306616807070501,0.96933831929295,0.800975006272879,0.0056937273484635,0.2697716975282204,0.0072591043920765,0.2514624715067265,0.2623996434124158,0.1142482665249615,0.1481513768874543,0.0212451607865849,0.0004715082426766,0.0027297446653997,0.0056217124239389,0.0016593754714134,0.010762819983156,0.00626984674466,0.0074865199432067,0.2091510501671125,0.1683633130200709,0.1304569309058492,0.0692260518158752,0.0557061973011838,0.0135198545146914,0.0612308790899739,0.0451359224846513,0.0160949566053225,0.0379063821142217,4.92733694115471e-05,0.0106544185704506,0.00544887660508,0.0020073212646427,0.0197464923046367,64916.0,0.0209995666618518,0.0288198757763975,0.0316105734508161,0.011850353892821,0.0186826520294669,0.1436284847609417,0.1527892532139246,0.1335143723819153,0.0147826086956521,0.4023949154990611,0.0181135345948288,0.0228138090423226,New Hampshire,0.0815973876220851,0.29338112180255815,0.288212433105451,0.2129225977916996,0.12388645967820522
NH,4,2019,241.91,247.03,,,,,,,,,,244.56,232.41,231.61,251.56,,264.62,228.05,226.99,,,245.68,33,0.0306616807070501,0.96933831929295,0.800975006272879,0.0056937273484635,0.2697716975282204,0.0072591043920765,0.2514624715067265,0.2623996434124158,0.1142482665249615,0.1481513768874543,0.0212451607865849,0.0004715082426766,0.0027297446653997,0.0056217124239389,0.0016593754714134,0.010762819983156,0.00626984674466,0.0074865199432067,0.2091510501671125,0.1683633130200709,0.1304569309058492,0.0692260518158752,0.0557061973011838,0.0135198545146914,0.0612308790899739,0.0451359224846513,0.0160949566053225,0.0379063821142217,4.92733694115471e-05,0.0106544185704506,0.00544887660508,0.0020073212646427,0.0197464923046367,64916.0,0.0209995666618518,0.0288198757763975,0.0316105734508161,0.011850353892821,0.0186826520294669,0.1436284847609417,0.1527892532139246,0.1335143723819153,0.0147826086956521,0.4023949154990611,0.0181135345948288,0.0228138090423226,New Hampshire,0.0815973876220851,0.29338112180255815,0.288212433105451,0.2129225977916996,0.12388645967820522
NH,8,2013,296.13,295.23,274.14,304.1,281.67,293.2,276.48,,,,,295.67,278.81,,300.58,,313.07,,270.19,,,296.89,33,0.0306616807070501,0.96933831929295,0.800975006272879,0.0056937273484635,0.2697716975282204,0.0072591043920765,0.2514624715067265,0.2623996434124158,0.1142482665249615,0.1481513768874543,0.0212451607865849,0.0004715082426766,0.0027297446653997,0.0056217124239389,0.0016593754714134,0.010762819983156,0.00626984674466,0.0074865199432067,0.2091510501671125,0.1683633130200709,0.1304569309058492,0.0692260518158752,0.0557061973011838,0.0135198545146914,0.0612308790899739,0.0451359224846513,0.0160949566053225,0.0379063821142217,4.92733694115471e-05,0.0106544185704506,0.00544887660508,0.0020073212646427,0.0197464923046367,64916.0,0.0209995666618518,0.0288198757763975,0.0316105734508161,0.011850353892821,0.0186826520294669,0.1436284847609417,0.1527892532139246,0.1335143723819153,0.0147826086956521,0.4023949154990611,0.0181135345948288,0.0228138090423226,New Hampshire,0.0815973876220851,0.29338112180255815,0.288212433105451,0.2129225977916996,0.12388645967820522
NH,8,2015,293.33,295.46,268.54,303.69,278.03,290.33,273.35,,,,,294.41,275.18,,300.3,,313.4,,270.27,,,295.34,33,0.0306616807070501,0.96933831929295,0.800975006272879,0.0056937273484635,0.2697716975282204,0.0072591043920765,0.2514624715067265,0.2623996434124158,0.1142482665249615,0.1481513768874543,0.0212451607865849,0.0004715082426766,0.0027297446653997,0.0056217124239389,0.0016593754714134,0.010762819983156,0.00626984674466,0.0074865199432067,0.2091510501671125,0.1683633130200709,0.1304569309058492,0.0692260518158752,0.0557061973011838,0.0135198545146914,0.0612308790899739,0.0451359224846513,0.0160949566053225,0.0379063821142217,4.92733694115471e-05,0.0106544185704506,0.00544887660508,0.0020073212646427,0.0197464923046367,64916.0,0.0209995666618518,0.0288198757763975,0.0316105734508161,0.011850353892821,0.0186826520294669,0.1436284847609417,0.1527892532139246,0.1335143723819153,0.0147826086956521,0.4023949154990611,0.0181135345948288,0.0228138090423226,New Hampshire,0.0815973876220851,0.29338112180255815,0.288212433105451,0.2129225977916996,0.12388645967820522
NH,8,2017,292.07,294.43,266.14,302.81,273.26,287.3,269.72,,,,,293.29,273.2,,299.87,,302.74,,268.22,,,294.87,33,0.0306616807070501,0.96933831929295,0.800975006272879,0.0056937273484635,0.2697716975282204,0.0072591043920765,0.2514624715067265,0.2623996434124158,0.1142482665249615,0.1481513768874543,0.0212451607865849,0.0004715082426766,0.0027297446653997,0.0056217124239389,0.0016593754714134,0.010762819983156,0.00626984674466,0.0074865199432067,0.2091510501671125,0.1683633130200709,0.1304569309058492,0.0692260518158752,0.0557061973011838,0.0135198545146914,0.0612308790899739,0.0451359224846513,0.0160949566053225,0.0379063821142217,4.92733694115471e-05,0.0106544185704506,0.00544887660508,0.0020073212646427,0.0197464923046367,64916.0,0.0209995666618518,0.0288198757763975,0.0316105734508161,0.011850353892821,0.0186826520294669,0.1436284847609417,0.1527892532139246,0.1335143723819153,0.0147826086956521,0.4023949154990611,0.0181135345948288,0.0228138090423226,New Hampshire,0.0815973876220851,0.29338112180255815,0.288212433105451,0.2129225977916996,0.12388645967820522
NH,8,2019,286.05,288.35,,,,,,,,,,287.22,270.18,273.8,294.51,,306.86,267.49,266.96,,,288.26,33,0.0306616807070501,0.96933831929295,0.800975006272879,0.0056937273484635,0.2697716975282204,0.0072591043920765,0.2514624715067265,0.2623996434124158,0.1142482665249615,0.1481513768874543,0.0212451607865849,0.0004715082426766,0.0027297446653997,0.0056217124239389,0.0016593754714134,0.010762819983156,0.00626984674466,0.0074865199432067,0.2091510501671125,0.1683633130200709,0.1304569309058492,0.0692260518158752,0.0557061973011838,0.0135198545146914,0.0612308790899739,0.0451359224846513,0.0160949566053225,0.0379063821142217,4.92733694115471e-05,0.0106544185704506,0.00544887660508,0.0020073212646427,0.0197464923046367,64916.0,0.0209995666618518,0.0288198757763975,0.0316105734508161,0.011850353892821,0.0186826520294669,0.1436284847609417,0.1527892532139246,0.1335143723819153,0.0147826086956521,0.4023949154990611,0.0181135345948288,0.0228138090423226,New Hampshire,0.0815973876220851,0.29338112180255815,0.288212433105451,0.2129225977916996,0.12388645967820522
NJ,4,2013,245.98,247.78,,,,,,,,,,246.87,232.48,,256.99,,266.72,228.99,234.37,,,254.38,34,0.0211421440545192,0.9788578559454808,0.842375905274282,0.0134415243139864,0.3165529301981815,0.0062011415688997,0.301717335004754,0.249828076290877,0.110339017477231,0.139489058813646,0.0202472576555017,0.0004939763865021,0.0030050701926519,0.0060733168289591,0.001913861296684,0.0087610329507044,0.0171594240572727,0.016105124696487,0.184016676769614,0.1364819506711987,0.1109363632061297,0.0625372067361939,0.0549333896109395,0.0076038171252544,0.0483991564699358,0.0383645181165811,0.0100346383533546,0.0255455874650689,8.185765011255144e-05,0.0084413012717033,0.0043096977199644,0.0023957232038472,0.0103170076194414,71629.0,0.0266130936384446,0.0275439446420098,0.030378191076429,0.0121468351745662,0.0186682304721825,0.1238575662007728,0.1238018239060121,0.1124367404262608,0.0211498955625054,0.4458250607387077,0.0245071225510211,0.0330714956110873,New Jersey,0.11866130825104729,0.2902299797627928,0.2329630779996357,0.2224160275750672,0.135729606411456
NJ,4,2015,243.63,247.13,,,,,,,,,,245.38,230.49,262.25,255.66,,270.32,227.58,232.23,,,254.24,34,0.0211421440545192,0.9788578559454808,0.842375905274282,0.0134415243139864,0.3165529301981815,0.0062011415688997,0.301717335004754,0.249828076290877,0.110339017477231,0.139489058813646,0.0202472576555017,0.0004939763865021,0.0030050701926519,0.0060733168289591,0.001913861296684,0.0087610329507044,0.0171594240572727,0.016105124696487,0.184016676769614,0.1364819506711987,0.1109363632061297,0.0625372067361939,0.0549333896109395,0.0076038171252544,0.0483991564699358,0.0383645181165811,0.0100346383533546,0.0255455874650689,8.185765011255144e-05,0.0084413012717033,0.0043096977199644,0.0023957232038472,0.0103170076194414,71629.0,0.0266130936384446,0.0275439446420098,0.030378191076429,0.0121468351745662,0.0186682304721825,0.1238575662007728,0.1238018239060121,0.1124367404262608,0.0211498955625054,0.4458250607387077,0.0245071225510211,0.0330714956110873,New Jersey,0.11866130825104729,0.2902299797627928,0.2329630779996357,0.2224160275750672,0.135729606411456
NJ,4,2017,247.42,248.27,,,,,,,,,,247.86,231.16,,257.78,,271.66,228.14,235.61,,,255.37,34,0.0211421440545192,0.9788578559454808,0.842375905274282,0.0134415243139864,0.3165529301981815,0.0062011415688997,0.301717335004754,0.249828076290877,0.110339017477231,0.139489058813646,0.0202472576555017,0.0004939763865021,0.0030050701926519,0.0060733168289591,0.001913861296684,0.0087610329507044,0.0171594240572727,0.016105124696487,0.184016676769614,0.1364819506711987,0.1109363632061297,0.0625372067361939,0.0549333896109395,0.0076038171252544,0.0483991564699358,0.0383645181165811,0.0100346383533546,0.0255455874650689,8.185765011255144e-05,0.0084413012717033,0.0043096977199644,0.0023957232038472,0.0103170076194414,71629.0,0.0266130936384446,0.0275439446420098,0.030378191076429,0.0121468351745662,0.0186682304721825,0.1238575662007728,0.1238018239060121,0.1124367404262608,0.0211498955625054,0.4458250607387077,0.0245071225510211,0.0330714956110873,New Jersey,0.11866130825104729,0.2902299797627928,0.2329630779996357,0.2224160275750672,0.135729606411456
NJ,4,2019,245.21,246.63,,,,,,,,,,245.93,230.82,,257.11,,270.34,229.68,232.98,,,254.13,34,0.0211421440545192,0.9788578559454808,0.842375905274282,0.0134415243139864,0.3165529301981815,0.0062011415688997,0.301717335004754,0.249828076290877,0.110339017477231,0.139489058813646,0.0202472576555017,0.0004939763865021,0.0030050701926519,0.0060733168289591,0.001913861296684,0.0087610329507044,0.0171594240572727,0.016105124696487,0.184016676769614,0.1364819506711987,0.1109363632061297,0.0625372067361939,0.0549333896109395,0.0076038171252544,0.0483991564699358,0.0383645181165811,0.0100346383533546,0.0255455874650689,8.185765011255144e-05,0.0084413012717033,0.0043096977199644,0.0023957232038472,0.0103170076194414,71629.0,0.0266130936384446,0.0275439446420098,0.030378191076429,0.0121468351745662,0.0186682304721825,0.1238575662007728,0.1238018239060121,0.1124367404262608,0.0211498955625054,0.4458250607387077,0.0245071225510211,0.0330714956110873,New Jersey,0.11866130825104729,0.2902299797627928,0.2329630779996357,0.2224160275750672,0.135729606411456
NJ,8,2013,296.93,295.22,279.22,305.76,276.54,291.89,275.55,,,,,296.05,277.45,,305.95,,323.08,274.21,282.88,,,303.31,34,0.0211421440545192,0.9788578559454808,0.842375905274282,0.0134415243139864,0.3165529301981815,0.0062011415688997,0.301717335004754,0.249828076290877,0.110339017477231,0.139489058813646,0.0202472576555017,0.0004939763865021,0.0030050701926519,0.0060733168289591,0.001913861296684,0.0087610329507044,0.0171594240572727,0.016105124696487,0.184016676769614,0.1364819506711987,0.1109363632061297,0.0625372067361939,0.0549333896109395,0.0076038171252544,0.0483991564699358,0.0383645181165811,0.0100346383533546,0.0255455874650689,8.185765011255144e-05,0.0084413012717033,0.0043096977199644,0.0023957232038472,0.0103170076194414,71629.0,0.0266130936384446,0.0275439446420098,0.030378191076429,0.0121468351745662,0.0186682304721825,0.1238575662007728,0.1238018239060121,0.1124367404262608,0.0211498955625054,0.4458250607387077,0.0245071225510211,0.0330714956110873,New Jersey,0.11866130825104729,0.2902299797627928,0.2329630779996357,0.2224160275750672,0.135729606411456
NJ,8,2015,293.05,293.67,266.72,303.38,272.73,290.96,274.43,,,,,293.37,270.1,,304.69,,331.51,268.7,272.17,,,301.27,34,0.0211421440545192,0.9788578559454808,0.842375905274282,0.0134415243139864,0.3165529301981815,0.0062011415688997,0.301717335004754,0.249828076290877,0.110339017477231,0.139489058813646,0.0202472576555017,0.0004939763865021,0.0030050701926519,0.0060733168289591,0.001913861296684,0.0087610329507044,0.0171594240572727,0.016105124696487,0.184016676769614,0.1364819506711987,0.1109363632061297,0.0625372067361939,0.0549333896109395,0.0076038171252544,0.0483991564699358,0.0383645181165811,0.0100346383533546,0.0255455874650689,8.185765011255144e-05,0.0084413012717033,0.0043096977199644,0.0023957232038472,0.0103170076194414,71629.0,0.0266130936384446,0.0275439446420098,0.030378191076429,0.0121468351745662,0.0186682304721825,0.1238575662007728,0.1238018239060121,0.1124367404262608,0.0211498955625054,0.4458250607387077,0.0245071225510211,0.0330714956110873,New Jersey,0.11866130825104729,0.2902299797627928,0.2329630779996357,0.2224160275750672,0.135729606411456
NJ,8,2017,290.79,292.58,265.49,300.92,274.05,288.44,267.78,,,,,291.7,269.5,,303.74,,325.41,268.45,272.72,,,302.52,34,0.0211421440545192,0.9788578559454808,0.842375905274282,0.0134415243139864,0.3165529301981815,0.0062011415688997,0.301717335004754,0.249828076290877,0.110339017477231,0.139489058813646,0.0202472576555017,0.0004939763865021,0.0030050701926519,0.0060733168289591,0.001913861296684,0.0087610329507044,0.0171594240572727,0.016105124696487,0.184016676769614,0.1364819506711987,0.1109363632061297,0.0625372067361939,0.0549333896109395,0.0076038171252544,0.0483991564699358,0.0383645181165811,0.0100346383533546,0.0255455874650689,8.185765011255144e-05,0.0084413012717033,0.0043096977199644,0.0023957232038472,0.0103170076194414,71629.0,0.0266130936384446,0.0275439446420098,0.030378191076429,0.0121468351745662,0.0186682304721825,0.1238575662007728,0.1238018239060121,0.1124367404262608,0.0211498955625054,0.4458250607387077,0.0245071225510211,0.0330714956110873,New Jersey,0.11866130825104729,0.2902299797627928,0.2329630779996357,0.2224160275750672,0.135729606411456
NJ,8,2019,291.68,291.96,268.03,304.7,273.62,281.87,266.03,,,,,291.82,267.74,,305.57,,329.28,265.72,268.65,,,303.67,34,0.0211421440545192,0.9788578559454808,0.842375905274282,0.0134415243139864,0.3165529301981815,0.0062011415688997,0.301717335004754,0.249828076290877,0.110339017477231,0.139489058813646,0.0202472576555017,0.0004939763865021,0.0030050701926519,0.0060733168289591,0.001913861296684,0.0087610329507044,0.0171594240572727,0.016105124696487,0.184016676769614,0.1364819506711987,0.1109363632061297,0.0625372067361939,0.0549333896109395,0.0076038171252544,0.0483991564699358,0.0383645181165811,0.0100346383533546,0.0255455874650689,8.185765011255144e-05,0.0084413012717033,0.0043096977199644,0.0023957232038472,0.0103170076194414,71629.0,0.0266130936384446,0.0275439446420098,0.030378191076429,0.0121468351745662,0.0186682304721825,0.1238575662007728,0.1238018239060121,0.1124367404262608,0.0211498955625054,0.4458250607387077,0.0245071225510211,0.0330714956110873,New Jersey,0.11866130825104729,0.2902299797627928,0.2329630779996357,0.2224160275750672,0.135729606411456
